[27/6/2024, 2:32:31 pm] Discussions: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them.
[27/6/2024, 2:32:31 pm] ~ Nitish Singh: ‎~ Nitish Singh created this group
[23/9/2024, 8:32:02 pm] ~ Saloni Verma: I didn't get it please share the link
[23/9/2024, 8:49:48 pm] ~ || The Gamer ||: Wait
[23/9/2024, 8:50:47 pm] ~ || The Gamer ||: Have you checked Day 20 financial project day 1
[23/9/2024, 8:50:49 pm] ~ || The Gamer ||: Chevk it
[23/9/2024, 8:54:10 pm] ~ Saloni Verma: Yaa got it thanks
[24/9/2024, 1:37:29 am] ~ Chiranth N: Hi Sir/All
While creating new table to consolidate all the measures in that table, Table is automatically getting deleted.
Any solution?
[24/9/2024, 2:49:49 am] ~ || The Gamer ||: Create any table with 1 row and 1 column. Create one measure and delete that column
[24/9/2024, 2:53:50 am] ~ Chiranth N: Ok thanks
‎[24/9/2024, 4:21:48 am] ~ Ignite: ‎image omitted
[24/9/2024, 11:34:52 am] Ajay Sati: There is fault in data.

I checked the  data.
[24/9/2024, 11:34:56 am] Ajay Sati: You can leave it as it is.
[24/9/2024, 12:01:15 pm] ~ Ignite: Ok
‎[24/9/2024, 12:03:46 pm] ~ Ignite: ‎image omitted
[24/9/2024, 10:37:34 pm] ~ || The Gamer ||: Hi Sir i am trying to import the data in mysql workbench but only 109 records are imported. It's not showing any error but the data in file have more than 7 lac record. Can you please tell me what should i do in this case
[24/9/2024, 10:47:18 pm] Ajay Sati: Check the datattype of it

All should be text.
[24/9/2024, 10:53:14 pm] ~ || The Gamer ||: Yes company id is int and all are text datatype
[24/9/2024, 10:53:42 pm] ~ || The Gamer ||: One more thing i have converted the file in csv
[24/9/2024, 10:54:13 pm] ~ || The Gamer ||: Because in workbench it's not giving me option to import xlsx fike
[24/9/2024, 10:54:15 pm] ~ || The Gamer ||: File
[24/9/2024, 10:54:28 pm] Ajay Sati: That's not issue.


Convert it all to text.

If it don't work this way 

Then you have to go with infile statement
[24/9/2024, 10:54:54 pm] ~ || The Gamer ||: Okk let me try
[24/9/2024, 10:55:14 pm] ~ || The Gamer ||: But what is infile statement
[24/9/2024, 10:55:16 pm] ~ || The Gamer ||: ??
[24/9/2024, 10:56:19 pm] Ajay Sati: It's another way of loading data in MySQL.
‎[24/9/2024, 10:56:29 pm] ~ || The Gamer ||: ‎image omitted
[24/9/2024, 10:56:35 pm] ~ || The Gamer ||: Okk
[24/9/2024, 10:56:46 pm] Ajay Sati: In 5 SQL case studies , either in session 3 or 4 I hace explained it in detail every step you can refer there.
[24/9/2024, 10:57:15 pm] ~ || The Gamer ||: See its showing only 109 record.
[24/9/2024, 10:57:24 pm] ~ || The Gamer ||: Okk let me check
[24/9/2024, 10:57:26 pm] Ajay Sati: Go with infile statement.
[24/9/2024, 11:28:23 pm] ~ || The Gamer ||: I try to do with that but showing some error
‎[24/9/2024, 11:28:29 pm] ~ || The Gamer ||: ‎image omitted
‎[24/9/2024, 11:28:35 pm] ~ || The Gamer ||: ‎image omitted
[24/9/2024, 11:28:47 pm] ~ || The Gamer ||: Can you please tell me how to resolve this
[24/9/2024, 11:29:39 pm] Ajay Sati: Have you followed each and every step before coming to  MySQL...

The structural changes that needed to be done....
[24/9/2024, 11:34:48 pm] ~ || The Gamer ||: Yah i have copy paste the file in mysql server.
[24/9/2024, 11:41:26 pm] ~ || The Gamer ||: Okk i will check it.
[25/9/2024, 1:47:50 pm] ~ Chetan: ‎This message was deleted by admin Ajay Sati.
[25/9/2024, 1:58:21 pm] ~ Shivam: ‎This message was deleted.
[25/9/2024, 2:09:07 pm] ~ ~Vish: Galti se hua rahega Bhai jaan d😅
[25/9/2024, 3:11:10 pm] ~ Rahul Kumar: Can anyone send Adventure data set  link
[25/9/2024, 3:12:27 pm] ~ Ignite: ON CLASS WORK (GLOBAL SUPER STORE)

PROBLEM STATEMENT
https://docs.google.com/document/d/1CFUlKeXTNS3tuPPiiwjaY9tSynZ-8fEVrzQmbZa6L4A/edit?usp=sharing
DATASET
https://docs.google.com/spreadsheets/d/1HKIafg7vmhzW7p_p040qFXLOdcBzjIHCseNjkmmQeZ8/edit?usp=sharing




ASSIGNMENT 1 {ADVENTURE WORKS)

PROBLEM STATEMENT
https://docs.google.com/document/d/1g9AFKSvl6Q9DuMAStQohUffYwFxYZcH-WFlBSr9lRzM/edit?usp=sharing
DATASET
https://drive.google.com/drive/folders/1VGvB-YvSz0EKJbkt8VTGE2H2fqoLsaZ4?usp=sharing



ASSIGNMENT 2 (FIFA WORLD CUP)

PROBLEM STATEMENT 
https://docs.google.com/document/d/1DQsTjn5U0jxD34RrVYQtoEuavknBdYHywpOqyZvaCTM/edit?usp=sharing
DATASET
https://drive.google.com/file/d/1ECZPkJwvfSjKzBplXluBIjYcqZBDjh2C/view?usp=sharing
[25/9/2024, 3:12:49 pm] ~ Rahul Kumar: Thank you
‎[25/9/2024, 4:49:02 pm] ~ 😊: ‎image omitted
[25/9/2024, 4:49:12 pm] ~ 😊: To download sql server
[25/9/2024, 4:50:14 pm] ~ Pranay🎵🎶🎼: basic
[25/9/2024, 4:51:20 pm] ~ 😊: Ok thank u
[25/9/2024, 5:03:31 pm] ~ || The Gamer ||: Hi Sir this is related to the yesterday issue i try to make the changes as you have said in the video. But still it's saying like it's not able to not the file.
‎[25/9/2024, 5:04:22 pm] ~ || The Gamer ||: ‎image omitted
[25/9/2024, 5:04:36 pm] ~ || The Gamer ||: Could you please suggest where i am doing wrong.
[25/9/2024, 5:05:05 pm] ~ || The Gamer ||: Even i have try to copy the file in the location as it's told in error but nothing is working.
‎[25/9/2024, 5:15:21 pm] ~ 😊: ‎image omitted
[25/9/2024, 5:15:26 pm] ~ || The Gamer ||: Sir do i need to clean up the data from the file then upload the cleaned file
[25/9/2024, 5:15:29 pm] ~ || The Gamer ||: ??
[25/9/2024, 5:15:45 pm] ~ 😊: Ya i have to change same thing in that
[25/9/2024, 5:16:07 pm] ~ Sufal: Update: As per schedule, today will be a normal class, not a doubt session. Please ensure to join to time at 8PM
[25/9/2024, 6:10:16 pm] ~ Ignite: Can anyone confirm if the power automat is working or not?
‎[25/9/2024, 6:10:38 pm] ~ Ignite: ‎image omitted
[25/9/2024, 8:14:36 pm] ~ Sahil Bhaidkar: Sometimes this issue comes please refresh the page or relogin with your account that will solve the issue
[25/9/2024, 8:26:40 pm] ~ Sam: DLCV??
[25/9/2024, 8:27:06 pm] ~ Sufal: 28th
[25/9/2024, 8:41:23 pm] Ajay Sati: Let me check
[25/9/2024, 8:42:18 pm] ~ || The Gamer ||: Sir one thing the query ran successfully but i don't have any data in mysql
[25/9/2024, 8:42:30 pm] Ajay Sati: Refresh my SQL.
[25/9/2024, 8:42:40 pm] ~ || The Gamer ||: Does this because i need to clean up the data.
[25/9/2024, 8:42:43 pm] ~ || The Gamer ||: ??
[25/9/2024, 8:43:20 pm] Ajay Sati: No if you are using infile no need to cleaning.
[25/9/2024, 8:43:27 pm] Ajay Sati: Let me check  from my end
[25/9/2024, 8:43:45 pm] ~ || The Gamer ||: Okk let me refresh it then i will let you know
[25/9/2024, 9:14:14 pm] ~ Diwaker Tanwar: During replace of values in specific columns of dataset based on others columns how to proceed not able to achieve the desired outcome.
[25/9/2024, 9:16:58 pm] ~ Diwaker Tanwar: When I click on column having only two options replace errors and replace values. But I need to apply few filters in other column then change the value. When trying this then after applying filter and done the changes then that filter in other column reset option not available as it considered in next step @918193802178 kindly help how to get it ‎<This message was edited>
[25/9/2024, 10:04:54 pm] ~ Shivam: sir when i apply the dax on my orders column it will not work
[25/9/2024, 10:04:59 pm] ~ Shivam: what is the problem
[25/9/2024, 10:05:46 pm] ~ Ignite: Thank you I'll try
[25/9/2024, 10:06:34 pm] ~ Ignite: Which dax ? Can you show ?
[25/9/2024, 10:06:58 pm] ~ Shivam: in the first video of dax the month year and day of week
[25/9/2024, 10:07:01 pm] ~ Shivam: dax
[25/9/2024, 10:07:12 pm] ~ Shivam: when i put on the orders it will not work
[25/9/2024, 10:07:20 pm] ~ Shivam: the columns not shown on my data
[25/9/2024, 10:08:17 pm] ~ Ignite: Ok can you please send the dax
[25/9/2024, 10:09:34 pm] ~ Shivam: Month MONTH(Orders[order Date])
[25/9/2024, 10:09:38 pm] ~ Ignite: May be you did not put = sign ?
[25/9/2024, 10:10:05 pm] ~ Ignite: Month =  MONTH(Orders[order Date])
[25/9/2024, 10:10:24 pm] ~ Shivam: Oh that is the query but sir also not put the = bar
[25/9/2024, 10:10:28 pm] ~ Shivam: On the query
[25/9/2024, 10:11:38 pm] ~ Ignite: That's a small glitch or bug, sometimes that = sign is not visible in recordings
[25/9/2024, 10:13:19 pm] ~ Shivam: Ok thank bro
[25/9/2024, 10:13:26 pm] ~ Shivam: Thanks a lot
[25/9/2024, 10:24:26 pm] Ajay Sati: You can achieve this using custom column.
[25/9/2024, 10:58:10 pm] ~ Diwaker Tanwar: Will try sir then post
[25/9/2024, 11:50:08 pm] ~ Vijay Bhise: FIFA Q10, How to get Visualization for user to input a number, based on which we display referee, assistants. Using very 2.130.930, June 2024 Power BI
[25/9/2024, 11:51:13 pm] ~ Ignite: Parameterized chart
[25/9/2024, 11:51:39 pm] ~ Vijay Bhise: Ok thanks, will try. 🙏
[25/9/2024, 11:56:55 pm] ~ Ignite: Any other way to access Power Automate?
[26/9/2024, 12:09:14 am] ~ Sufal: Class Link [8PM]: https://learnwith.campusx.in/s/courses/667cfe30502735205f1e920a/take#66f3b7cef22ae91eb81db81e
[26/9/2024, 12:10:15 am] Ajay Sati: What is the  issue you are facing?
‎[26/9/2024, 12:10:39 am] ~ Ignite: ‎image omitted
[26/9/2024, 12:10:54 am] ~ Ignite: It is showing this interface
[26/9/2024, 12:11:31 am] Ajay Sati: Try it with incognito.
[26/9/2024, 12:12:04 am] ~ Ignite: Yes I did but still same issue
[26/9/2024, 12:13:48 am] Ajay Sati: its working at my end .
[26/9/2024, 12:14:09 am] Ajay Sati: logout from it and see if it still show same interface
‎[26/9/2024, 12:14:26 am] ~ Ignite: ‎image omitted
[26/9/2024, 12:15:17 am] Ajay Sati: Anyone else facing this issue??
[26/9/2024, 12:15:27 am] ~ || The Gamer ||: Ye issue tere m hi bhai
[26/9/2024, 12:15:35 am] Ajay Sati: Try with some another email account.
[26/9/2024, 12:15:36 am] ~ || The Gamer ||: I thinks you need to clear cache and try
[26/9/2024, 12:15:41 am] ~ || The Gamer ||: It might work
[26/9/2024, 12:15:43 am] Ajay Sati: +1
[26/9/2024, 12:15:52 am] ~ Ignite: Ok
[26/9/2024, 12:21:43 am] ~ Ignite: No,  not working 😐
‎[26/9/2024, 12:27:56 am] ~ Anil: ‎image omitted
[26/9/2024, 12:48:04 am] ~ || The Gamer ||: Phir toh koi aur hi issue h bro
[26/9/2024, 12:48:42 am] ~ Ignite: Ha new  microsoft account bana ke try krta hu class ke bad
[26/9/2024, 2:44:31 am] Ajay Sati: Authenticate it.
[26/9/2024, 2:44:45 am] Ajay Sati: Using Microsoft authenticator.
[26/9/2024, 2:45:01 am] Ajay Sati: Click on next step it will give you steps to follow.
[26/9/2024, 2:53:08 am] ~ Anil: Done thank you
[26/9/2024, 3:13:53 am] ~ || The Gamer ||: Now Data loading through infile method.
[26/9/2024, 3:13:55 am] ~ || The Gamer ||: Thank you sir
[26/9/2024, 3:15:04 am] Ajay Sati: What changes did you do?
[26/9/2024, 3:17:23 am] ~ || The Gamer ||: Actually sir in those 2 files there is some problem initial it's not working but when i restart system again then automatically its start working.
[26/9/2024, 3:17:31 am] ~ || The Gamer ||: Data loaded for all files now.
[26/9/2024, 3:17:39 am] ~ || The Gamer ||: Issue toh nhi pta
[26/9/2024, 3:17:55 am] ~ || The Gamer ||: Command phele bhi run kr rha tha but data load nhi ho rha tha
[26/9/2024, 3:18:08 am] ~ || The Gamer ||: This time it's got loaded
[26/9/2024, 3:18:14 am] Ajay Sati: After restart it automatically worked??
[26/9/2024, 3:18:20 am] ~ || The Gamer ||: Yes
[26/9/2024, 3:18:24 am] Ajay Sati: Okay.
[26/9/2024, 3:54:27 am] ~ Ignite: It's working with new account... 
thank you
‎[26/9/2024, 2:49:58 pm] ~ Milind: ‎image omitted
[26/9/2024, 2:55:15 pm] Ajay Sati: Where are you trying to set up this gateway?

In local machine
‎[26/9/2024, 2:55:30 pm] ~ Milind: ‎image omitted
[26/9/2024, 2:55:34 pm] ~ Milind: yes
[26/9/2024, 2:55:45 pm] ~ Milind: yes sir
‎[26/9/2024, 2:56:35 pm] ~ Milind: ‎image omitted
[26/9/2024, 2:56:42 pm] Ajay Sati: This is the error you are facing when  editing the credentials in power bi services?
[26/9/2024, 2:56:50 pm] ~ Milind: yes sir
[26/9/2024, 2:57:06 pm] Ajay Sati: Share full page screenshot of it.
[26/9/2024, 2:57:12 pm] ~ Milind: ok sir
‎[26/9/2024, 2:58:41 pm] ~ Milind: ‎image omitted
‎[26/9/2024, 2:59:17 pm] Ajay Sati: ‎image omitted
[26/9/2024, 3:00:02 pm] ~ Milind: i am doing that only after filling all the credentials its genearting error.
[26/9/2024, 3:00:18 pm] ~ Milind: This error
[26/9/2024, 3:27:36 pm] Ajay Sati: In the same report get data from ms sql and try to authenticate it see if same error occurs?
[26/9/2024, 3:27:44 pm] ~ Milind: I am using my sql onpremis personal mode gateway .Does power bi support it?
[26/9/2024, 3:27:58 pm] ~ Milind: Ok sir . I will try
[26/9/2024, 3:28:21 pm] Ajay Sati: It should support.

I don't know if in new updates had they made any changes..

I generally work with MS-SQL.
‎[26/9/2024, 3:28:54 pm] ~ Milind: ‎image omitted
[26/9/2024, 3:29:42 pm] ~ Milind: Ok sir will work on ms sql
[26/9/2024, 9:14:39 pm] ~ Shalu Chauhan: Sir I have send you a doubt related to fifa in personal chat
[26/9/2024, 9:25:42 pm] ~ || The Gamer ||: Hi Sir, i have checkout the data and it has 6 files but it should have 8 files can you please check and update data in google drive for JOB data analysis project
[26/9/2024, 9:30:12 pm] ~ Shivam: does someone has teh knowledge of EXCEL i want help in my college project
[26/9/2024, 9:33:32 pm] ~ Aarti: Share the problem may be i can help
[26/9/2024, 9:33:52 pm] ~ Shivam: dm karu ya yahi
[26/9/2024, 9:34:10 pm] ~ Aarti: Sure not an issue
[26/9/2024, 9:34:24 pm] ~ Ankit: Yehi bhej de I can also see
[26/9/2024, 9:35:39 pm] ~ Shubhangi: Sure
‎[26/9/2024, 9:35:58 pm] ~ Shivam: Industry Assignment 1_EmployeeAnalyis.docx ‎document omitted
‎[26/9/2024, 9:35:58 pm] ~ Shivam: HR Employee Attrition.csv ‎document omitted
[26/9/2024, 9:36:32 pm] ~ Shivam: @919527311351 @919583923780
[26/9/2024, 9:36:56 pm] ~ Shivam: TCS ka hai yeh assignment actually our college collaborated with TCS na
[26/9/2024, 9:39:16 pm] ~ Shubhangi: OK
[26/9/2024, 9:39:42 pm] Ajay Sati: Which files are missing
[26/9/2024, 9:40:10 pm] ~ || The Gamer ||: Job posting fact2
[26/9/2024, 9:40:13 pm] ~ || The Gamer ||: This one
[26/9/2024, 9:40:16 pm] ~ || The Gamer ||: Only
[26/9/2024, 9:40:55 pm] Ajay Sati: Checking
[26/9/2024, 9:41:48 pm] Ajay Sati: Will send it few minutes
‎[27/9/2024, 12:08:53 am] Ajay Sati: job_postings_fact2.csv ‎document omitted
[27/9/2024, 12:09:41 am] ~ || The Gamer ||: Thank you sir
‎[27/9/2024, 12:10:59 am] ~ || The Gamer ||: ‎image omitted
[27/9/2024, 12:21:58 am] Ajay Sati: its due to problems with data types or  drivers.
[27/9/2024, 12:22:49 am] Ajay Sati: Before loading into Power  Bi  edit data types.

else go for  MS-Sql , Power BI gives lot of error when working with MYsql
[27/9/2024, 12:30:58 am] ~ || The Gamer ||: I need to change the data type in mysql itself then i should load data in power bi? Right?
[27/9/2024, 12:31:21 am] Ajay Sati: Yes.
[27/9/2024, 12:31:34 am] ~ || The Gamer ||: Okkv
[27/9/2024, 12:47:50 am] ~ SUSHANT KASHYAP: May I please know from where to download dataset ? Any portal info? I don’t see anything over campusx website
[27/9/2024, 1:18:35 am] ~ SUSHANT KASHYAP: ?
[27/9/2024, 1:20:56 am] Ajay Sati: ON CLASS WORK (GLOBAL SUPER STORE)

PROBLEM STATEMENT
https://docs.google.com/document/d/1CFUlKeXTNS3tuPPiiwjaY9tSynZ-8fEVrzQmbZa6L4A/edit?usp=sharing
DATASET
https://docs.google.com/spreadsheets/d/1HKIafg7vmhzW7p_p040qFXLOdcBzjIHCseNjkmmQeZ8/edit?usp=sharing




ASSIGNMENT 1 {ADVENTURE WORKS)

PROBLEM STATEMENT
https://docs.google.com/document/d/1g9AFKSvl6Q9DuMAStQohUffYwFxYZcH-WFlBSr9lRzM/edit?usp=sharing
DATASET
https://drive.google.com/drive/folders/1VGvB-YvSz0EKJbkt8VTGE2H2fqoLsaZ4?usp=sharing



ASSIGNMENT 2 (FIFA WORLD CUP)

PROBLEM STATEMENT 
https://docs.google.com/document/d/1DQsTjn5U0jxD34RrVYQtoEuavknBdYHywpOqyZvaCTM/edit?usp=sharing
DATASET
https://drive.google.com/file/d/1ECZPkJwvfSjKzBplXluBIjYcqZBDjh2C/view?usp=sharing
[27/9/2024, 1:32:49 am] ~ SUSHANT KASHYAP: Sir is there any online portal to download ?
[27/9/2024, 1:33:31 am] Ajay Sati: It's available on the resources section of your recording.


@917057093142
[27/9/2024, 1:34:11 am] ~ SUSHANT KASHYAP: Okay… my bad.
[27/9/2024, 1:34:14 am] ~ SUSHANT KASHYAP: Thank you
‎[27/9/2024, 4:52:13 pm] ~ || The Gamer ||: ‎image omitted
[27/9/2024, 4:53:49 pm] ~ Shalu Chauhan: Sir can u please address my doubt , I have texted you personally
[27/9/2024, 5:08:17 pm] Ajay Sati: Install ms sql of 2022 version
[27/9/2024, 5:08:20 pm] Ajay Sati: You will not get that issue there.
[28/9/2024, 11:32:28 am] Ajay Sati: Dear Students,

I hope this message finds you well. As we approach our final session of the Power BI course, I would like to share some important updates of todays Session:

Certificate Criteria: We will discuss the criteria for obtaining your certificate today.

Staying Connected: I will outline how we can maintain our connections after the course concludes.

AI Integration: We will explore some significant AI integrations in Power BI that will enhance your analysis capabilities.

Industry Session: We have a special session with Mr. Navneet, who will share valuable insights from the industry.

Your participation is highly encouraged as we wrap up this journey together. Looking forward to seeing you all!

Best regards,
Ajay Sati.
[28/9/2024, 1:40:13 pm] ~ Shivam: today is the last day but i am on the 5th lecture
[28/9/2024, 1:40:22 pm] ~ Shivam: how i get my powerbi certificate
[28/9/2024, 2:20:29 pm] ~ Ravina: Yes even I am lagging behind
[28/9/2024, 2:25:58 pm] ~ Sufal: Dear All, looking forward to maximum participation today
[28/9/2024, 2:49:36 pm] ~ Aarti: Same issue with me
[28/9/2024, 2:50:03 pm] ~ Reema: Same is the issue with me
[28/9/2024, 2:50:40 pm] Ajay Sati: Don't worry, those who are behind, we have made criteria for them also.


Will share entire details in session.

See you all in session.
[28/9/2024, 2:53:26 pm] ~ Aarti: ok sir
[28/9/2024, 3:29:03 pm] ~ Ashish Mishra: Dear Sir, I purchased the Power BI course late. Can you enroll me in the new course when you start the new Power BI course?
[28/9/2024, 3:30:02 pm] ~ Sufal: No plans to launch a new batch for it as of now, students who join now will have to go with the recorded sessions
[28/9/2024, 3:32:31 pm] ~ Ashish Mishra: Okay sir, please stay connected so that i can asking for help when I have doubts.
[28/9/2024, 3:41:03 pm] ~ Rajesh Singha: @918193802178 Sir as you said we need to delete the previous files from Google Drive when uploading a new file so that all files do not upload again in Power BI, I did this but all my previous files were deleted from Power BI only the new file is there. why it happens
[28/9/2024, 3:44:11 pm] Ajay Sati: It will be deleted.

As when you refresh , your source will be hit and data will be taken from there.


As files are delted from there , files will not be  shown in power BI
[28/9/2024, 3:45:36 pm] ~ Ignite: It means Every day we will get new data with new report ?
[28/9/2024, 3:47:57 pm] Ajay Sati: Yes .

That was our business requirements , we need to send new report to our client everyday with the survey data of that day...



However if you want to keep all the data 

No need to delete files, when you hit refresh it will compile all the existing and new files
[28/9/2024, 3:48:43 pm] ~ Ignite: Okay got it
[28/9/2024, 4:27:42 pm] ~ Rajesh Singha: So we have to keep all previous dataset in Google drive
[28/9/2024, 4:28:14 pm] Ajay Sati: Yes.

If you want historical data too
[28/9/2024, 4:38:36 pm] ~ Rajesh Singha: Thank you
[28/9/2024, 5:21:14 pm] ~ Sagar Ra: Can not see date hierarchy in 'order date ' column. Can anyone help me ?
[28/9/2024, 5:30:18 pm] ~ Aarti: While loading data, click on transform tab and transform the orderdate column
[28/9/2024, 5:36:53 pm] ~ Sagar Ra: I reached at transform menu. What next?
[28/9/2024, 5:39:11 pm] ~ Aarti: Whole Data get opened and right click on that column and check the list ‎<This message was edited>
[28/9/2024, 5:43:40 pm] ~ Aarti: Click Left corner on the order date column and convert type from text to date and time.
‎[28/9/2024, 5:47:23 pm] ~ Sagar Ra: ‎sticker omitted
‎[28/9/2024, 6:10:32 pm] ~ Ignite: ‎image omitted
[28/9/2024, 6:10:41 pm] ~ Ignite: it is not showing folder while connecting
‎[28/9/2024, 6:25:44 pm] ~ Bilal Ahmed: ‎image omitted
[28/9/2024, 6:26:51 pm] ~ Ignite: Now I created how that login window appears again ?
‎[28/9/2024, 6:31:28 pm] ~ Ignite: ‎image omitted
[28/9/2024, 6:32:01 pm] ~ Ignite: @917055337744 where is that box ?
[28/9/2024, 6:33:09 pm] ~ Bilal Ahmed: Click on that blue area, 3 service part.
[28/9/2024, 6:35:38 pm] ~ Ignite: Let me try
[28/9/2024, 6:37:12 pm] ~ Ignite: Not showing anything
[28/9/2024, 6:39:48 pm] ~ Ignite: Ok now it appears 👍🏻 thank you @917055337744
‎[28/9/2024, 7:01:20 pm] ~ Ignite: ‎image omitted
[28/9/2024, 7:01:29 pm] ~ Ignite: getting this error
[28/9/2024, 7:02:04 pm] Ajay Sati: Double slashes in path .
[28/9/2024, 7:02:24 pm] Ajay Sati: Replace single \ with \\
[28/9/2024, 7:02:47 pm] ~ Ignite: Json file path ?
[28/9/2024, 7:03:09 pm] Ajay Sati: Yes.
[28/9/2024, 7:07:30 pm] ~ Ignite: Still getting same error
[28/9/2024, 7:08:30 pm] Ajay Sati: Are you giving right path.

As the part you are giving Is of  python file..


Path should be of Jason file.
[28/9/2024, 7:09:13 pm] Ajay Sati: Your file have .py extension.
[28/9/2024, 7:09:40 pm] ~ Ignite: "C:\\Users\\tusha\\Downloads\\POWERBI RESOURCES\\Financial Project data\\financial-project-437006-3894df9be1c8.json"
[28/9/2024, 7:09:48 pm] ~ Ignite: this is my file path
[28/9/2024, 7:12:32 pm] ~ || The Gamer ||: Try to change the back slash like this /
[28/9/2024, 7:13:15 pm] Ajay Sati: Have you imported all the libraries using command prompt
[28/9/2024, 7:13:35 pm] ~ Ignite: Yes
[28/9/2024, 7:13:43 pm] Ajay Sati: It's showing error in path only
[28/9/2024, 7:13:48 pm] Ajay Sati: Send screenshot.of code.
[28/9/2024, 7:14:05 pm] ~ Ignite: Which code sir ?
[28/9/2024, 7:14:44 pm] Ajay Sati: Pyhton.
‎[28/9/2024, 7:15:50 pm] ~ Ignite: ‎image omitted
[28/9/2024, 7:16:06 pm] ~ Ignite: ?
[28/9/2024, 7:16:35 pm] Ajay Sati: Delete existing connection and 


Create a new connection with this code.
[28/9/2024, 7:16:38 pm] ~ Ignite: copy pasted
[28/9/2024, 7:16:57 pm] Ajay Sati: Changed folder I'd?
[28/9/2024, 7:18:49 pm] ~ Ignite: no sir
[28/9/2024, 7:19:17 pm] Ajay Sati: Please change it.

Use your folder id.
[28/9/2024, 7:19:27 pm] ~ Ignite: ok
[28/9/2024, 7:31:29 pm] ~ Ignite: Same error
‎[28/9/2024, 8:03:37 pm] ~ Anchal Jain: ‎image omitted
‎[28/9/2024, 8:03:59 pm] ~ Anchal Jain: ‎image omitted
[28/9/2024, 8:04:10 pm] ~ Anchal Jain: Not giving folder list
[28/9/2024, 8:04:14 pm] ~ Anchal Jain: What is the error??
[28/9/2024, 8:04:59 pm] ~ Ignite: Remove connections first
[28/9/2024, 8:05:04 pm] ~ Ignite: Add again
[28/9/2024, 8:05:18 pm] ~ Anchal Jain: Tried that almost 3-4 times
[28/9/2024, 8:05:37 pm] ~ Ignite: .
‎[28/9/2024, 8:06:09 pm] ~ Ignite: ‎sticker omitted
[28/9/2024, 8:09:41 pm] ~ || The Gamer ||: Actually it had with me but i forgot what i did to see that folder details
[28/9/2024, 8:09:52 pm] ~ || The Gamer ||: I will see again
[28/9/2024, 8:09:59 pm] ~ Anchal Jain: Please
[28/9/2024, 8:10:00 pm] ~ || The Gamer ||: Give me sometime
[28/9/2024, 8:10:07 pm] ~ Anchal Jain: Sur e
[28/9/2024, 8:10:24 pm] ~ Ignite: I am doing wait ss bhejta hu
[28/9/2024, 8:10:32 pm] ~ Anchal Jain: Okj
[28/9/2024, 8:12:35 pm] ~ Ignite: from here go to connections
‎[28/9/2024, 8:14:55 pm] ~ Ignite: ‎image omitted
[28/9/2024, 8:18:04 pm] ~ Anchal Jain: Done
[28/9/2024, 8:18:07 pm] ~ Anchal Jain: Thank you so much
‎[28/9/2024, 8:23:05 pm] ~ Ignite: ‎image omitted
[28/9/2024, 8:23:08 pm] ~ Ignite: new error
[28/9/2024, 8:23:36 pm] ~ Anchal Jain: Mera toh attachement nh aaya drive p
[28/9/2024, 8:24:49 pm] ~ Ignite: refresh
[28/9/2024, 8:47:21 pm] ~ anil: I haven't gone through this video. But I have a question when I attempt this going forward. 

Will this delete all the files in Google Drive?
[28/9/2024, 8:48:23 pm] ~ Ignite: ‎This message was deleted.
[28/9/2024, 8:49:16 pm] ~ Ignite: ‎This message was deleted.
[28/9/2024, 8:49:31 pm] ~ Ignite: ‎This message was deleted.
[28/9/2024, 9:04:05 pm] ~ Ignite: Should I install openpyxl ?
[28/9/2024, 9:12:47 pm] Ajay Sati: No it will  only add files.

Deletions have to be done manually., if you delete something only that file will be deleted.
[28/9/2024, 9:12:56 pm] Ajay Sati: Yes.
[28/9/2024, 9:16:24 pm] ~ Ignite: Ok
[28/9/2024, 9:22:42 pm] ~ Ignite: Thank you...
[28/9/2024, 9:23:34 pm] Ajay Sati: Worked?
[28/9/2024, 9:23:48 pm] ~ Ignite: Yes sir
[28/9/2024, 9:26:21 pm] ~ Ignite: Power bi Option me python directories galat thi wo fix Kiya toh hogya ‎<This message was edited>
[28/9/2024, 11:51:30 pm] ~ Sufal: Class Begins at 8 PM: https://learnwith.campusx.in/s/courses/667cfe30502735205f1e920a/take#66f647a2e7fafa6b41955809
[29/9/2024, 12:02:03 am] Ajay Sati: Hey everyone! 🌟

Hope you're all doing well!

Just a quick reminder about our evening session today. We’ll cover:

*AI Tools*: Explore AI tools for deeper insights and quick insights
*Showcasing Work*: Tips on presenting your projects effectively.
*Session with Mr. Navneet*: He'll share his job application resume and discuss the current job market.
*Q&A*: Ask Navneet any questions you have.
*Certification*: How to obtain your certificates.
*Stay Connected*: Ways to reach out for future queries.

Looking forward to seeing you all there!.
[29/9/2024, 12:03:10 am] ~ @N!K€T: Thanks for the great course 🙂
[29/9/2024, 12:04:20 am] ~ 😊: Time intelligence also u told in last class
[29/9/2024, 12:27:19 am] ~ Sufal: Class started
[29/9/2024, 1:10:23 am] ~ Deepam-Personal: Hey everyone,
I’m unable to join the class due to internet issues. Could someone please ask and share in the group how we should reach out if we have any issues with assignments or projects later on? Also, does Sir respond in the group afterward?
[29/9/2024, 1:50:29 am] ~ $ID: Hey for any technical issues you can check with @917057093142 and for your other question: Yes Sir does respond to queries based on his availability
